nct,status,start_date,phases,sponsor,sponsor_class,intervention_names,intervention_other_names,n_sites,countries,has_us_or_eu_site,fetched_date
NCT04697940,ACTIVE_NOT_RECRUITING,2021-04-15,PHASE1|PHASE2,Han weidong,OTHER,Decitabine-primed Tandem CAR19/20 engineered T cells|Fludarabine|Cyclophosphamide,|Fludarabine Phosphate for Injection|Cyclophosphamide for Injection,1,China,False,2026-09-07
NCT04581473,ACTIVE_NOT_RECRUITING,2020-10-23,PHASE1|PHASE2,"CARsgen Therapeutics Co., Ltd.",INDUSTRY,CT041 autologous CAR T-cell injection|Physician's Choice（Paclitaxel or Irinotecan or Apatinib or Anti-PD-1 antibody）,CAR T-cell injection|Best support care(BSC),24,China,False,2026-09-07
NCT04534634,UNKNOWN,2019-04-01,PHASE2,The First Affiliated Hospital of Soochow University,OTHER,IFN-α combined with CAR-T cell therapy,CAR-T cell therapy,1,China,False,2026-09-07
NCT04639739,UNKNOWN,2020-12-17,EARLY_PHASE1,Xinqiao Hospital of Chongqing,OTHER,anti-CD19 CAR NK,,1,China,False,2026-09-07
NCT04560790,COMPLETED,2020-11-04,NA,"Shanghai BDgene Co., Ltd.",INDUSTRY,BD111 Adult single group Dose,,1,China,False,2026-09-07
NCT04577326,ACTIVE_NOT_RECRUITING,2020-09-30,PHASE1,Memorial Sloan Kettering Cancer Center,OTHER,cyclophosphamide|CAR T cells,|,1,United States,True,2026-09-07
NCT04555551,ACTIVE_NOT_RECRUITING,2020-09-08,PHASE1,Memorial Sloan Kettering Cancer Center,OTHER,Infusion of MCARH109 T cells,,7,United States,True,2026-09-07
NCT04546906,UNKNOWN,2020-09-01,NA,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,CD22 CAR-T,,2,China,False,2026-09-07
NCT04702841,UNKNOWN,2020-06-03,EARLY_PHASE1,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,Chimeric antigen receptor modified γδ T cells,CAR-γδT cell infusion,1,China,False,2026-09-07
NCT04599556,UNKNOWN,2021-04-01,PHASE1,Zhejiang University,OTHER,anti-CD7 CAR-T,,1,China,False,2026-09-07
NCT04601974,NOT_YET_RECRUITING,2024-09,PHASE1|PHASE2,"University College, London",OTHER,lentiviral gene therapy,,0,,False,2026-09-07
NCT04544592,RECRUITING,2021-03-10,PHASE1|PHASE2,"University of Colorado, Denver",OTHER,CD19CAR-CD3Zeta-4-1BB-Expressing Autologous T-Lymphocyte Cells,,1,United States,True,2026-09-07
NCT04546893,UNKNOWN,2020-09-01,NA,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,CD19 CAR-T,,2,China,False,2026-09-07
NCT04650724,COMPLETED,2018-10-11,EARLY_PHASE1,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,T cell infusion agent targeting BCMA chimeric antigen receptor,,1,China,False,2026-09-07
NCT04599543,NOT_YET_RECRUITING,2020-11-15,EARLY_PHASE1,Zhejiang University,OTHER,IL3 CAR T-cells,IL3 CAR-T cells injection,1,China,False,2026-09-07
NCT04550663,UNKNOWN,2020-09-25,PHASE1,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,KD-025 CAR-T cells,,1,China,False,2026-09-07
NCT04648475,UNKNOWN,2020-08-25,PHASE1|PHASE2,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,CD19 and CD22 targeted CAR-T cells,,1,China,False,2026-09-07
NCT04660929,UNKNOWN,2021-02-02,PHASE1,Carisma Therapeutics Inc,INDUSTRY,CT-0508|Pembrolizumab,|Keytruda,7,United States,True,2026-09-07
NCT04609241,NOT_YET_RECRUITING,2020-11-15,EARLY_PHASE1,Zhejiang University,OTHER,CD79b CAR-T Cells,,1,China,False,2026-09-07
NCT04669535,TERMINATED,2021-01-15,PHASE1,Terence Flotte,OTHER,AXO-AAV-GM2 Starting Dose|AXO-AAV-GM2 Low Dose|AXO-AAV-GM2 Middle Dose|AXO-AAV-GM2 High Dose,AAVrh8-HEXA and AAVrh8-HEXB|AAVrh8-HEXA and AAVrh8-HEXB|AAVrh8-HEXA and AAVrh8-HEXB|AAVrh8-HEXA and AAVrh8-HEXB,2,United States,True,2026-09-07
NCT04637503,NOT_YET_RECRUITING,2026-12-31,PHASE1|PHASE2,Shenzhen Geno-Immune Medical Institute,OTHER,"GD2, PSMA and CD276 CAR-T cells",,1,China,False,2026-09-07
NCT04665063,UNKNOWN,2020-10-22,NA,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,"Auto CAR-T|Cyclophosphamide,Fludarabine|Leukapheresis",||,1,China,False,2026-09-07
NCT04689659,COMPLETED,2021-12-01,PHASE2,Beijing Boren Hospital,OTHER,chimeric antigen receptor T cell treatment,,1,China,False,2026-09-07
NCT04610125,UNKNOWN,2020-06-23,NA,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,"Auto CAR-T|Cyclophosphamide,Fludarabine|Leukapheresis",||,1,China,False,2026-09-07
NCT04594135,UNKNOWN,2020-12-01,PHASE1,iCell Gene Therapeutics,INDUSTRY,anti-CD5 CAR T cells,,1,China,False,2026-09-07
NCT04684563,ACTIVE_NOT_RECRUITING,2021-05-06,PHASE1,University of Pennsylvania,OTHER,huCART19-IL18,,1,United States,True,2026-09-07
NCT04700319,UNKNOWN,2019-04-19,EARLY_PHASE1,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,CD19/CD20 CAR-T cell infusion,Targeting CD19、CD20 autologous chimeric antigen receptor T cells#,1,China,False,2026-09-07
NCT04601051,COMPLETED,2020-11-05,PHASE1,Intellia Therapeutics,INDUSTRY,NTLA-2001,,4,France|New Zealand|Sweden|United Kingdom,True,2026-09-07
NCT04626739,UNKNOWN,2020-04-01,EARLY_PHASE1,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,CD19 CAR-T|CD22 CAR-T|CD19+CD22 CAR-T|Fludarabine|Cyclophosphamide,Senl_19|Senl_22|Senl_19+22|flu|ctx,1,China,False,2026-09-07
NCT04658004,NOT_YET_RECRUITING,2021-01-15,EARLY_PHASE1,Zhejiang University,OTHER,NKG2D CAR T-cells,NKG2D CAR-T cells injection,1,China,False,2026-09-07
NCT04557436,COMPLETED,2020-08-12,PHASE1,Great Ormond Street Hospital for Children NHS Foundation Trust,OTHER,PBLTT52CAR19,,1,United Kingdom,True,2026-09-07
NCT04648046,RECRUITING,2021-03-01,PHASE1|PHASE2,Steven Deeks,OTHER,"Cyclophosphamide|LVgp120duoCAR-T cells, low dose|LVgp120duoCAR-T cells, high dose|Analytic Treatment Interruption",|||,2,United States,True,2026-09-07
NCT04661020,RECRUITING,2020-12-03,PHASE2,Zhejiang University,OTHER,CD19 CAR-T cells,CD19 CAR-T cells injection,1,China,False,2026-09-07
NCT04691349,UNKNOWN,2020-09-27,EARLY_PHASE1,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,CAR-T,,1,China,False,2026-09-07
NCT04706936,UNKNOWN,2021-04-01,PHASE1,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,anti-BCMA CAR-T|Cyclophosphamid|Fludarabine,CBG-002 CAR-T||,1,China,False,2026-09-07
NCT04553393,UNKNOWN,2020-09-09,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,Chidamide|Decitabine|Chidamide and Decitabine|Decitabine-primed Tandem CAR19/20 engineered T cells,cohort 2|cohort 3|cohort 4|cohort 1,1,China,False,2026-09-07
NCT04684459,RECRUITING,2021-03-12,EARLY_PHASE1,Sichuan University,OTHER,Dual-targeting HER2 and PD-L1 CAR-T cells,,1,China,False,2026-09-07
NCT04556669,UNKNOWN,2020-08-01,PHASE1,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,Autologous aPD-L1 armored anti-CD22 CAR T cells,,1,China,False,2026-09-07
NCT04661384,ACTIVE_NOT_RECRUITING,2021-03-05,PHASE1,City of Hope Medical Center,OTHER,IL13Ralpha2-specific Hinge-optimized 41BB-co-stimulatory CAR Truncated CD19-expressing Autologous T-Lymphocytes,Autologous IL13(EQ)BBzeta/CD19t+ TCM-enriched T Cells,1,United States,True,2026-09-07
NCT04662099,UNKNOWN,2020-03-25,PHASE1,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,Conditioning chemotherapy followed by CAR T cell infusion,,1,China,False,2026-09-07
NCT04696432,COMPLETED,2020-11-27,PHASE1,Tianjin Medical University Cancer Institute and Hospital,OTHER,Prizloncabtagene autoleucel,C-CAR039,1,China,False,2026-09-07
NCT04653649,UNKNOWN,2020-09-29,PHASE1|PHASE2,Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,OTHER,HSP-CAR30,,1,Spain,True,2026-09-07
NCT04684940,COMPLETED,2020-12-10,PHASE1|PHASE2,BioMarin Pharmaceutical,INDUSTRY,Valoctocogene roxaparvovec,BMN 270 (GENEr8),9,Brazil|Israel|South Korea|Taiwan|Turkey (Türkiye)|United Kingdom|United States,True,2026-09-07
NCT04556266,WITHDRAWN,2021-07-01,PHASE1,Memorial Sloan Kettering Cancer Center,OTHER,CAR T-Cell Infusion,,1,United States,True,2026-09-07
NCT04690595,ACTIVE_NOT_RECRUITING,2021-05-18,PHASE1,"PeproMene Bio, Inc.",INDUSTRY,BAFFR-CAR T cells,,1,United States,True,2026-09-07
NCT04638270,UNKNOWN,2020-11-21,EARLY_PHASE1,Xinqiao Hospital of Chongqing,OTHER,anti-CD19 FasT CAR-T cells,,1,China,False,2026-09-07
NCT04566276,COMPLETED,2021-05-03,PHASE1|PHASE2,Chulalongkorn University,OTHER,ChulaCov19 vaccine|Placebo,|,2,Thailand,False,2026-09-07
NCT04655677,COMPLETED,2020-10-30,PHASE1,Peking Union Medical College Hospital,OTHER,Prizloncabtagene Autoleucel,C-CAR039,1,China,False,2026-09-07
NCT04601181,UNKNOWN,2020-10-23,PHASE1,"Fundamenta Therapeutics, Ltd.",INDUSTRY,ThisCART22 cells injection,,1,China,False,2026-09-07
NCT04712864,UNKNOWN,2021-09-13,PHASE1,Legend Biotech USA Inc,INDUSTRY,LB1901,,4,United States,True,2026-09-07
NCT04677452,UNKNOWN,2020-12,PHASE1,The First Affiliated Hospital of Soochow University,OTHER,JWCAR129,,1,China,False,2026-09-07
NCT04613557,ACTIVE_NOT_RECRUITING,2020-11-16,PHASE1,Celyad Oncology SA,INDUSTRY,CYAD-211|Endoxan|Fludara,|cyclophosphamide|Fludarabine,5,Belgium|United States,True,2026-09-07
NCT04537442,UNKNOWN,2020-09-03,PHASE1,"Beijing Immunochina Medical Science & Technology Co., Ltd.",INDUSTRY,IM21 CAR-T cells,,1,China,False,2026-09-07
NCT04637269,UNKNOWN,2020-11-17,EARLY_PHASE1,Xinqiao Hospital of Chongqing,OTHER,anti-BCMA CAR-T,,1,China,False,2026-09-07
NCT04684472,UNKNOWN,2021-03-17,PHASE1,Liqun Zou,OTHER,Modified anti-CD19 CAR T cells,,1,China,False,2026-09-07
NCT04629729,ACTIVE_NOT_RECRUITING,2021-07-12,PHASE1,Fate Therapeutics,INDUSTRY,FT819|Cyclophosphamide|Fludarabine|IL-2|Bendamustine,||Fludara|Interleukin-2|Bendeka;Treanda,18,United States,True,2026-09-07
NCT04675996,TERMINATED,2020-12-18,PHASE1,InteRNA,INDUSTRY,INT-1B3,,4,Belgium|Netherlands,True,2026-09-07
NCT04703686,COMPLETED,2021-03-30,PHASE2,The Lymphoma Academic Research Organisation,OTHER,Obinutuzumab|RO7082859,gazyva|glofitamab,19,France,True,2026-09-07
NCT04657965,NOT_YET_RECRUITING,2021-01-15,EARLY_PHASE1,Zhejiang University,OTHER,LMP1 CAR T-cells,LMP1 CAR-T cells injection,1,China,False,2026-09-07
NCT04640909,UNKNOWN,2021-10-01,NA,Gruppo Italiano Malattie EMatologiche dell'Adulto,OTHER,Peripheral blood samples withdrawal,,2,Italy,True,2026-09-07
NCT04603872,RECRUITING,2020-11-01,EARLY_PHASE1,Zhejiang University,OTHER,CD19/BCMA Targeted CAR T-cells and dasatinib|CD19/BCMA Targeted CAR T-cells,Administration of CD19/BCMA Targeted CAR T-cells and dasatinib|CD19/BCMA Targeted CAR T-cells infusion,1,China,False,2026-09-07
NCT04693598,ACTIVE_NOT_RECRUITING,2021-11-05,PHASE1|PHASE2,"Forge Biologics, Inc",INDUSTRY,FBX-101,AAVrh.10-hGALC,1,United States,True,2026-09-07
NCT04561557,RECRUITING,2020-09-22,EARLY_PHASE1,Tongji Hospital,OTHER,CT103A cells|Cyclophosphamide and fludarabine,|,1,China,False,2026-09-07
NCT04617704,UNKNOWN,2021-12-01,EARLY_PHASE1,Shanghai Changzheng Hospital,OTHER,GC012F injection,,1,China,False,2026-09-07
NCT04657861,RECRUITING,2022-05-03,EARLY_PHASE1,Zhejiang University,OTHER,APRIL CAR-T cells,APRIL CAR-T cells injection,1,China,False,2026-09-07
NCT04539366,SUSPENDED,2022-01-25,PHASE1,National Cancer Institute (NCI),NIH,Biopsy Procedure|Biospecimen Collection|Bone Marrow Aspiration|Bone Marrow Biopsy|Cyclophosphamide|Echocardiography Test|Fludarabine Phosphate|GD2-CAR-expressing Autologous T-lymphocytes|Imaging Procedure|Magnetic Resonance Imaging of the Heart|Multigated Acquisition Scan|Questionnaire Administration,"Biopsy;BIOPSY_TYPE;Bx|Biological Sample Collection;Biospecimen Collected;Sample Collection;Specimen Collection||Biopsy of Bone Marrow;Biopsy, Bone Marrow|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Frindovyx;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|EC;Echocardiography|2-F-ara-AMP;9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-;Beneflur;Fludara;SH T 586|tvs-CTL Vaccine|Diagnostic Imaging Technique;Image Type;Imaging;Imaging (procedure);Imaging Procedures;Imaging Technique;imaging type;IMAGING_METHOD;imaging_type;Medical Imaging;Type of imaging|Cardiac MRI;Heart MRI|Blood Pool Scan;Equilibrium Radionuclide Angiography;Gated Blood Pool Imaging;Gated Heart Pool Scan;MUGA;MUGA Scan;Multi-Gated Acquisition Scan;Radionuclide Ventriculogram Scan;Radionuclide Ventriculography;RNV Scan;RNVG;SYMA Scanning;Synchronized Multigated Acquisition Scanning|",6,United States,True,2026-09-07
NCT04650451,SUSPENDED,2020-12-07,PHASE1,Bellicum Pharmaceuticals,INDUSTRY,chimeric antigen receptor (CAR) T cell therapy,CAR-T;BPX-603;autologous CAR-T,7,United States,True,2026-09-07
NCT04670055,NOT_YET_RECRUITING,2021-01-01,EARLY_PHASE1,Zhejiang University,OTHER,BCMA Targeted CAR T-cells,BCMA Targeted CAR T-cells injection,1,China,False,2026-09-07
NCT04605666,COMPLETED,2020-05-01,PHASE2,"Nanfang Hospital, Southern Medical University",OTHER,CD19-CAR-T2 Cells,,1,China,False,2026-09-07
NCT04626726,UNKNOWN,2020-04-01,EARLY_PHASE1,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,CD19 CAR-T|CD22 CAR-T|CD19+CD22 CAR-T|Fludarabine|Cyclophosphamide,Senl_19|Senl_22|Senl_19+22|fiu|ctx,1,China,False,2026-09-07
NCT04626765,UNKNOWN,2020-04-01,EARLY_PHASE1,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,CD19 CAR-T|CD22 CAR-T|CD 19+22|Fludarabine|Cyclophosphamide,Senl_19|Senl_22|Senl_19+22|flu|ctx,1,China,False,2026-09-07
NCT04608487,ACTIVE_NOT_RECRUITING,2020-12-04,PHASE1,Dana-Farber Cancer Institute,OTHER,Fludarabine|Cyclophosphamide|Axicabtagene Ciloleucel,Fludara|Cytoxan;Neosar|Yescarta,2,United States,True,2026-09-07
NCT04595162,NOT_YET_RECRUITING,2021-03-15,PHASE1,Peking University Third Hospital,OTHER,GC019F,,0,,False,2026-09-07
NCT04678336,TERMINATED,2021-04-02,PHASE1,University of Pennsylvania,OTHER,CART123 cells; cyclophosphamide; fludarabine,T Cells Containing Anti-CD123 Signaling Domains,1,United States,True,2026-09-07
NCT04692948,UNKNOWN,2019-12-09,NA,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,Chimeric antigen receptor T cells (car-t),TAA6 cell injection,1,China,False,2026-09-07
NCT04691284,RECRUITING,2021-03-01,NA,"National Cancer Institute, Slovakia",OTHER_GOV,"Blood, urine and stool sampling",,1,Slovakia,True,2026-09-07
NCT04662294,RECRUITING,2021-11-18,EARLY_PHASE1,Zhejiang University,OTHER,CD70 CAR T-cells,CD70 CAR-T cells injection,1,China,False,2026-09-07
NCT04539444,COMPLETED,2020-08-01,PHASE2,The First Affiliated Hospital of Soochow University,OTHER,CD19/22 CART|Tislelizumab,|PD-1 inhibitor,1,China,False,2026-09-07
NCT04571138,ACTIVE_NOT_RECRUITING,2020-09-25,PHASE1|PHASE2,Seattle Children's Hospital,OTHER,SCRI-CAR22v2,,4,United States,True,2026-09-07
NCT04572308,COMPLETED,2020-10-01,PHASE1,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,CD7 CAR-T,,1,China,False,2026-09-07
NCT04626908,UNKNOWN,2020-11-20,PHASE1|PHASE2,He Huang,OTHER,GC022F CAR-T cells,GC022F CAR-T cells injection,1,China,False,2026-09-07
NCT04691713,UNKNOWN,2019-09-01,NA,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,Targeting CD276 autologous chimeric antigen receptor T cells,,1,China,False,2026-09-07
NCT04653493,UNKNOWN,2021-08,PHASE1,Sabz Biomedicals,INDUSTRY,CD19 CAR engineered autologous T-cells|Cyclophosphamide|Fludarabine|Mesna,|||,2,Iran,False,2026-09-07
NCT04652219,COMPLETED,2020-10-10,EARLY_PHASE1,"Weijia Fang, MD",OTHER,gucy2c cart cells,,1,China,False,2026-09-07
NCT04562298,TERMINATED,2020-10-21,PHASE1,Shanghai East Hospital,OTHER,LCAR-M23 cells,,1,China,False,2026-09-07
NCT04690192,COMPLETED,2021-01-01,PHASE1|PHASE2,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,CNCT19|Gemcitabine Injection|busulfan|Melphalan Injection,|||,1,China,False,2026-09-07
NCT04649112,COMPLETED,2021-06-16,PHASE1,"Precision BioSciences, Inc.",INDUSTRY,PBCAR19B,Allogeneic Anti-CD19 CAR T cells,7,United States,True,2026-09-07
NCT04637763,UNKNOWN,2021-05-26,PHASE1,"Caribou Biosciences, Inc.",INDUSTRY,CB-010|Cyclophosphamide|Fludarabine,||,38,Australia|Israel|United States,True,2026-09-07
NCT04670068,ACTIVE_NOT_RECRUITING,2021-01-27,PHASE1,UNC Lineberger Comprehensive Cancer Center,OTHER,CAR.B7-H3|Fludarabine|Cyclophosphamide,Chimeric antigen receptor T cells with B7.H3 molecular target|FLUDARA|Cytoxan,1,United States,True,2026-09-07
NCT04545762,RECRUITING,2020-09-11,PHASE1,C. Babis Andreadis,OTHER,Fludarabine|Cyclophosphamide|anti-CD19 CAR-T cells,Fludarabine 30mg/m2;Fludara|Cyclophosphamide 300mg/m2;Cytoxan;Endoxan;Neosar;Procytox;Revimmune;Cycloblastin|CD19-directed Chimeric Antigen Receptor T-Cell (CAR T-cell) therapy;CD19-directed chimeric antigen receptor (CAR) T-cell therapy,1,United States,True,2026-09-07
NCT04697290,SUSPENDED,2022-03-10,EARLY_PHASE1,Beijing Tsinghua Chang Gung Hospital,OTHER,CD19/CD20 Dual-CAR-T cells,,1,China,False,2026-09-07
NCT04666168,UNKNOWN,2020-10-22,NA,"Hebei Senlang Biotechnology Inc., Ltd.",INDUSTRY,"Auto CAR-T|Cyclophosphamide,Fludarabine|Leukapheresis",||,1,China,False,2026-09-07
NCT04541368,NOT_YET_RECRUITING,2020-12-31,EARLY_PHASE1,Zhejiang University,OTHER,CS1 Targeted CAR T-cells,CS1 Targeted CAR T-cells injection,1,China,False,2026-09-07
NCT04601831,COMPLETED,2020-12-23,PHASE1|PHASE2,University of Texas Southwestern Medical Center,OTHER,Focal radiation therapy (RT),,1,United States,True,2026-09-07
NCT04696731,ACTIVE_NOT_RECRUITING,2021-02-24,PHASE1,Allogene Therapeutics,INDUSTRY,ALLO-316|ALLO-647|Fludarabine|Cyclophosphamide,|||,10,United States,True,2026-09-07
NCT04888442,UNKNOWN,2020-10-26,PHASE1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,pCAR-19B cells,,1,China,False,2026-09-07
NCT04897321,RECRUITING,2022-07-06,PHASE1,St. Jude Children's Research Hospital,OTHER,Fludarabine|Cyclophosphamide|MESNA|B7-H3 CAR T cells,Fludara|Cytoxan|Mesnex|CAR T- cell infusion,1,United States,True,2026-09-07
NCT04714593,UNKNOWN,2021-01-15,PHASE1|PHASE2,Shanxi Province Cancer Hospital,OTHER,CD19-CD22 CAR-T cells,Fluorine dara marina injection;Cyclophosphamide injection,1,China,False,2026-09-07
NCT04740203,UNKNOWN,2021-01-31,PHASE1|PHASE2,Zhejiang University,OTHER,CAR-T cells targeting CD19 and CD22,,1,China,False,2026-09-07
NCT04815356,RECRUITING,2022-05-23,PHASE1,National Cancer Institute (NCI),NIH,CD22CART cell infusion,,1,United States,True,2026-09-07
NCT04878484,WITHDRAWN,2021-08-11,PHASE1,"Athenex, Inc.",INDUSTRY,TCRT-ESO-A2,,0,,False,2026-09-07
NCT04792489,RECRUITING,2021-05-25,PHASE2,Miltenyi Biomedicine GmbH,INDUSTRY,zamtocabtagene autoleucel (MB-CART2019.1)|Cyclophosphamide|Fludarabine|Bendamustine,|||,32,Canada|United States,True,2026-09-07
NCT04790747,UNKNOWN,2021-03,PHASE1|PHASE2,Zhejiang University,OTHER,CAR-T cells,,1,China,False,2026-09-07
NCT04860817,WITHDRAWN,2021-12-01,EARLY_PHASE1,920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,OTHER,Target CD7 CAR-T cells,,1,China,False,2026-09-07
NCT04828174,SUSPENDED,2021-03-31,PHASE1,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",OTHER,anti-TRBC1 CAR-T cell therapy,,1,China,False,2026-09-07
NCT04877613,ACTIVE_NOT_RECRUITING,2021-08-19,PHASE1,University of Pennsylvania,OTHER,single dose of CART-GFRa4 cells|Fludarabine|Cyclophosphamide,||,1,United States,True,2026-09-07
NCT04861480,UNKNOWN,2021-06-16,PHASE1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,C-4-29 Cells,,1,China,False,2026-09-07
NCT04737460,ACTIVE_NOT_RECRUITING,2021-05-04,PHASE1,Benjamin Greenberg,OTHER,AAV9/CLN7,,1,United States,True,2026-09-07
NCT04819841,RECRUITING,2021-11-15,PHASE1|PHASE2,Kamau Therapeutics,INDUSTRY,nula-cel Drug Product,,6,United States,True,2026-09-07
NCT04844866,RECRUITING,2021-08-18,PHASE2,Miltenyi Biomedicine GmbH,INDUSTRY,MB-CART2019.1|Standard of Care,"Zamtocabtagene Autoleucel;Zamto-cel|Rituximab, Gemcitabine, Oxaliplatin, Polatuzumab vedotin, Bendamustine, Rituximab",51,Austria|Belgium|Croatia|Czechia|Finland|France|Germany|Hungary|Italy|Netherlands|Poland|Portugal|Spain|Turkey (Türkiye),True,2026-09-07
NCT04822974,UNKNOWN,2021-05-01,NA,Institut Paoli-Calmettes,OTHER,blood collection,,0,,False,2026-09-07
NCT04884984,UNKNOWN,2017-07-01,PHASE1|PHASE2,The First Affiliated Hospital of Soochow University,OTHER,anti-CLL1 CART,,1,China,False,2026-09-07
NCT04855253,SUSPENDED,2021-06-09,PHASE1|PHASE2,"Masonic Cancer Center, University of Minnesota",OTHER,E7777|Fludarabine|Cyclophosphamide|Tisagenlecleucel|Axicabtagene Ciloleucel|Lisocabtagene Maraleucel Intravenous Suspension,|||kymriah|Yescarta|Breyanzi,1,United States,True,2026-09-07
NCT04875754,COMPLETED,2022-03-17,PHASE1|PHASE2,ICM Biotech Australia Pty Ltd.,INDUSTRY,ICM-203|Placebo,|,2,Australia,False,2026-09-07
NCT04720313,ACTIVE_NOT_RECRUITING,2021-01-01,PHASE1,Hadassah Medical Organization,OTHER,NXC-201 (formerly HBI0101),,1,Israel,False,2026-09-07
NCT04853277,COMPLETED,2021-02-07,NA,Dartmouth-Hitchcock Medical Center,OTHER,Education,,1,United States,True,2026-09-07
NCT04726787,ACTIVE_NOT_RECRUITING,2022-08-18,NA,"University College, London",OTHER,Bridging Radiotherapy,,3,United Kingdom,True,2026-09-07
NCT04888468,COMPLETED,2019-11-05,PHASE1,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,pCAR-19B cells,,1,China,False,2026-09-07
NCT04923919,UNKNOWN,2021-09-14,EARLY_PHASE1,920th Hospital of Joint Logistics Support Force of People's Liberation Army of China,OTHER,Anti-CLL1 CART cells,CLL1 CAR-T,1,China,False,2026-09-07
NCT04881240,RECRUITING,2024-02-14,PHASE1,St. Jude Children's Research Hospital,OTHER,CD19-CAR(Mem) T-cells|Cyclophosphamide|Fludarabine|Mesna|CliniMACS|Leukapheresis,|Cytoxan|Fludara|Mesnex||,1,United States,True,2026-09-07
NCT04722107,UNKNOWN,2021-04-21,EARLY_PHASE1,Beijing Tongren Hospital,OTHER,rAAV2/8-hCYP4V2,ZVS101e;rAAV8-hCYP4V2,1,China,False,2026-09-07
NCT04795882,RECRUITING,2022-04-22,PHASE1,"University College, London",OTHER,BCMA CAR T cells|BCMA/CD19 CAR T cells,|,1,United Kingdom,True,2026-09-07
