nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set,start_year,stratum,cell_n,has_reason,names_financial_cause,names_financial_or_business,denies_safety_cause,why_s,blocker,biz
NCT05098405,First-in-human Safety and Tolerability of MP0317 in Patients With Relapsed/Refractory Advanced Solid Tumors,TERMINATED,2021-10-11,"After completion of the dose-escalation part of the study, the safety profile of MP0317 in monotherapy is considered adequately characterized in the dose-escalation part of the study.",PHASE1,46,Molecular Partners AG,INDUSTRY,Advanced Malignant Solid Tumor,"MP0317, a tri-specific fibroblast activation protein (FAP) x CD40 DARPin® drug candidate (q3w regimen)|MP0317, a tri-specific fibroblast activation protein (FAP) x CD40 DARPin® drug candidate (q1w regimen)",2026-09-07,False,False,2021,phase 1 x 2019-2021,23,True,False,False,False,"After completion of the dose-escalation part of the study, the safety profile of MP0317 in monotherapy is considered adequately characterized in the dose-escalation part of the study.","Funding, business or strategic decision",True
NCT04454398,Study to Evaluate STI-1499 (COVI-GUARD) in Patients With Moderate COVID-19,WITHDRAWN,2020-09,Difficulty recruiting,PHASE1,0,"Sorrento Therapeutics, Inc.",INDUSTRY,Covid-19,COVI-GUARD|Standard of Care|Placebo,2026-09-07,False,False,2020,phase 1 x 2019-2021,23,True,False,False,False,Difficulty recruiting,Recruitment or feasibility failure,False
NCT04822298,Study of AMG 160 in Subjects With Non-Small Cell Lung Cancer,TERMINATED,2021-08-31,Amgen made a business decision to discontinue AMG 160 20180273,PHASE1,3,Amgen,INDUSTRY,Non-small Cell Lung Cancer|NSCLC,AMG 160,2026-09-07,False,False,2021,phase 1 x 2019-2021,23,True,False,True,False,Amgen made a business decision to discontinue AMG 160 20180273,"Funding, business or strategic decision",True
NCT05006794,"Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of GS-9716 as Monotherapy and in Combination With Anticancer Therapies in Adults With Solid Malignancies",TERMINATED,2021-09-15,Sponsor decision to terminate,PHASE1,37,Gilead Sciences,INDUSTRY,Solid Malignancies,zamzetoclax|Docetaxel|sacituzumab govitecan-hziy,2026-09-07,False,False,2021,phase 1 x 2019-2021,23,True,False,False,False,Sponsor decision to terminate,"Funding, business or strategic decision",True
NCT04951778,Study to Evaluate Safety and Tolerability of CC-91633 (BMS-986397) in Participants With Relapsed or Refractory Acute Myeloid Leukemia or Relapsed or Refractory Higher-Risk Myelodysplastic Syndromes,TERMINATED,2021-12-02,"Efficacy endpoint met; however, overall experimental dosing regimen is not considered optimal to support further clinical development in this patient population",PHASE1,56,Celgene,INDUSTRY,"Leukemia, Myeloid, Acute|Myelodysplastic Syndromes",CC-91633,2026-09-07,False,False,2021,phase 1 x 2019-2021,23,True,False,False,False,"Efficacy endpoint met; however, overall experimental dosing regimen is not considered optimal to support further clinical development in this patient population","Funding, business or strategic decision",True
NCT04480086,Safety and Tolerability Study of Mivebresib Tablet Alone or in Combination With Ruxolitinib Tablet or Navitoclax Tablet in Adult Participants With Myelofibrosis,TERMINATED,2021-03-17,Strategic considerations,PHASE1,1,AbbVie,INDUSTRY,Myelofibrosis (MF),Mivebresib|Navitoclax|Ruxolitinib,2026-09-07,False,False,2021,phase 1 x 2019-2021,23,True,False,True,False,Strategic considerations,"Funding, business or strategic decision",True
NCT04655599,Effect of Olorinab on Gastrointestinal Transit in Patients With Irritable Bowel Syndrome,TERMINATED,2021-01-29,Strategic business decision,PHASE1,1,Arena Pharmaceuticals,INDUSTRY,Irritable Bowel Syndrome,Olorinab|Placebo,2026-09-07,False,False,2021,phase 1 x 2019-2021,23,True,False,True,False,Strategic business decision,"Funding, business or strategic decision",True
NCT04700267,A Study Evaluating the Effects of GLPG3970 Given as Oral Treatment for 12 Weeks in Adults With Systemic Lupus Erythematosus,TERMINATED,2020-12-28,Study stopped on business grounds,PHASE1,11,Lakefront Biotherapeutics NV,INDUSTRY,Systemic Lupus Erythematosus,GLPG3970 film-coated tablet|Placebo film-coated tablet,2026-09-07,False,False,2020,phase 1 x 2019-2021,23,True,False,True,False,Study stopped on business grounds,"Funding, business or strategic decision",True
NCT04245722,FT596 as a Monotherapy and in Combination With Anti-CD20 Monoclonal Antibodies,TERMINATED,2020-03-19,The study was terminated by the Sponsor.,PHASE1,98,Fate Therapeutics,INDUSTRY,"Lymphoma, B-Cell|Chronic Lymphocytic Leukemia",FT596|Cyclophosphamide|Fludarabine|Rituximab|Obinutuzumab|Bendamustine,2026-09-07,False,False,2020,phase 1 x 2019-2021,23,True,False,False,False,The study was terminated by the Sponsor.,"Funding, business or strategic decision",True
NCT05091528,A Safety and Activity Study of SBT6050 in Combination With Other HER2-directed Therapies for HER2-positive Cancers,TERMINATED,2022-02-08,Sponsor decision based on strategic re-alignment,PHASE1|PHASE2,2,Silverback Therapeutics,INDUSTRY,HER2-positive Breast Cancer|HER2-positive Gastric Cancer|HER2-positive Colorectal Cancer|HER2-expressing Non-small Cell Lung Cancer,SBT6050|trastuzumab deruxtecan|tucatinib|trastuzumab|capecitabine|trastuzumab deruxtecan,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,True,False,Sponsor decision based on strategic re-alignment,"Funding, business or strategic decision",True
NCT06679582,Luveltamab Tazevibulin (STRO-002) in Infants and Children < 12 Years of Age With Relapsed/Refractory CBFA2T3::GLIS2 AML,TERMINATED,2024-12-04,Terminated Early,PHASE1|PHASE2,24,"Sutro Biopharma, Inc.",INDUSTRY,Acute Myeloid Leukemia (AML),Luveltamab tazevibulin,2026-09-07,False,False,2024,phase 1/2 x 2022-2025,19,True,False,False,False,Terminated Early,Unclear,False
NCT05156645,A Study to Evaluate Efficacy and Safety of the Combination of SCTA01 & SCTA01C in Outpatients With COVID-19,WITHDRAWN,2022-01-15,The study was withdraw due to the fast spread of Omicron variant worldwide,PHASE1|PHASE2,0,Sinocelltech Ltd.,INDUSTRY,COVID-19,SCTA01 and SCTA01C|Placebo,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,The study was withdraw due to the fast spread of Omicron variant worldwide,COVID-19 disruption,False
NCT05325866,A Study Evaluating Bemarituzumab in Solid Tumors With Fibroblast Growth Factor Receptor 2b (FGFR2b) Overexpression,TERMINATED,2022-09-23,Sponsor Decision,PHASE1|PHASE2,260,Amgen,INDUSTRY,Solid Tumors,Bemarituzumab,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,Sponsor Decision,"Funding, business or strategic decision",True
NCT05917470,A Clinical Study of ONCT-534 in Subjects With Metastatic Castration-resistant Prostate Cancer.,TERMINATED,2023-09-20,"Oncternal Therapeutics, Inc. announced on 12 SEP 2024 its decision to discontinue its clinical trials evaluating ONCT-534, its dual action androgen receptor inhibitor for the treatment of patients with metastatic castration resistant cancer.",PHASE1|PHASE2,21,"Oncternal Therapeutics, Inc",INDUSTRY,Metastatic Castration-resistant Prostate Cancer,ONCT-534,2026-09-07,False,False,2023,phase 1/2 x 2022-2025,19,True,False,False,False,"Oncternal Therapeutics, Inc. announced on 12 SEP 2024 its decision to discontinue its clinical trials evaluating ONCT-534, its dual action androgen receptor inhibitor for the treatment of patients with metastatic castration resistant cancer.","Funding, business or strategic decision",True
NCT05255601,"A Study to Evaluate the Safety, Tolerability, Drug Levels, and Preliminary Efficacy of Relatlimab Plus Nivolumab in Pediatric and Young Adults With Hodgkin and Non-Hodgkin Lymphoma",TERMINATED,2022-09-13,,PHASE1|PHASE2,5,Bristol-Myers Squibb,INDUSTRY,"Lymphoma, Non-Hodgkin|Hodgkin Disease",Relatlimab|Nivolumab,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,False,False,False,False,,No reason stated,False
NCT05761301,A Phase 1/2 Study to Evaluate ALN-KHK in Overweight to Obese Healthy Volunteers and Obese Patients With T2DM,TERMINATED,2023-03-10,Business reasons (not safety related),PHASE1|PHASE2,49,Alnylam Pharmaceuticals,INDUSTRY,Type 2 Diabetes Mellitus (T2DM),ALN-KHK|Placebo,2026-09-07,False,False,2023,phase 1/2 x 2022-2025,19,True,False,True,False,Business reasons (not safety related),"Funding, business or strategic decision",True
NCT05834543,Clinical Trial to Evaluate the Safety and Effectiveness of TQB2618 Injection Combined Therapy in Patients With Advanced Esophageal Squamous Cell Carcinoma,TERMINATED,2023-05-26,This study was closed due to business reasons. Closure was not prompted by any safety or efficacy concerns.,PHASE1|PHASE2,34,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,Advanced Esophageal Squamous Cell Carcinoma,"TQB2618 injection, Penpulimab injection, Paclitaxel, Cisplatin|Penpulimab injection, Paclitaxel, Cisplatin|TQB2618 injection, Penpulimab injection, TQB3617capsules",2026-09-07,False,False,2023,phase 1/2 x 2022-2025,19,True,False,True,False,This study was closed due to business reasons. Closure was not prompted by any safety or efficacy concerns.,"Funding, business or strategic decision",True
NCT05647512,Study of LM-305 in Patients With Relapsed or Refractory Multiple Myeloma (RRMM) and Other Plasma Cell Diseases,WITHDRAWN,2023-01-18,According to sponsor strategy,PHASE1|PHASE2,0,LaNova Medicines Limited,INDUSTRY,Relapsed or Refractory Multiple Myeloma|Other Plasma Cell Diseases,LM-305|Dexamethasone,2026-09-07,False,False,2023,phase 1/2 x 2022-2025,19,True,False,True,False,According to sponsor strategy,"Funding, business or strategic decision",True
NCT05070247,A Study of TAK-500 With or Without Pembrolizumab in Adults With Select Locally Advanced or Metastatic Solid Tumors,TERMINATED,2022-04-14,Clinical Futility of TAK 500 met. No further development with this compound,PHASE1|PHASE2,61,Takeda,INDUSTRY,"Pancreatic Cancer|Hepatocellular Cancer|Mesothelioma|Breast Cancer|Gastric Cancer|Esophageal Cancer|Nasopharyngeal Cancer|Kidney Cancer|Squamous Cell Cancer of Head and Neck (SCCHN)|Non-small Cell Lung Cancer (NSCLC), Non-squamous",TAK-500|Pembrolizumab|Tocilizumab|Dexamethasone|Dexamethasone,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,Clinical Futility of TAK 500 met. No further development with this compound,Efficacy failure or futility,False
NCT05405439,To Evaluate the Efficacy of TQB3823 Combined With Abiraterone and Prednisone in Metastatic Castration-resistant Prostate Cancer Patientsprednisone Acetate Tablets in Patients With Metastatic Castration-resistant Prostate Cancer,TERMINATED,2022-08-25,The sponsor voluntarily terminated the study,PHASE1|PHASE2,39,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,Metastatic Castration-resistant Prostate Cancer,TQB3823 tablets|Abiraterone acetate tablets|prednisone acetate tablets,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,The sponsor voluntarily terminated the study,"Funding, business or strategic decision",True
NCT06524804,"A Phase Ib/II Study of BY101298 , an Oral DNA-PK Inhibitor, Combined with Radiotherapy in Patients with Malignant Solid Tumors",TERMINATED,2024-05-15,The sponsor adjusts the clinical development strategy.,PHASE1|PHASE2,60,"Chengdu Baiyu Pharmaceutical Co., Ltd.",INDUSTRY,"Solid Tumor, Adult",BY101298 Capsules|palliative radiotherapy|BY101298 Capsules|curative radiotherapy,2026-09-07,False,False,2024,phase 1/2 x 2022-2025,19,True,False,True,False,The sponsor adjusts the clinical development strategy.,"Funding, business or strategic decision",True
NCT05451849,A Phase 1/2 Trial of TC-510 In Patients With Advanced Mesothelin-Expressing Cancer,TERMINATED,2022-06-21,No participants were enrolled in Phase 2 as Phase I was terminated early due to the lack of a clear signal of robust clinical activity.,PHASE1|PHASE2,14,TCR2 Therapeutics,INDUSTRY,"Mesothelioma|Mesotheliomas Pleural|Mesothelioma, Malignant|Mesothelioma Peritoneum|Ovarian Cancer|Ovarian Serous Adenocarcinoma|Pancreatic Cancer|Pancreatic Adenocarcinoma|Colorectal Cancer|Triple Negative Breast Cancer|TNBC - Triple-Negative Breast Cancer|Ovarian Adenocarcinoma|Pancreatic Neoplasms|Colorectal Neoplasms|Ovarian Neoplasms|Cholangiocarcinoma|Non Small Cell Lung Cancer",TC-510|Fludarabine|Cyclophosphamide,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,No participants were enrolled in Phase 2 as Phase I was terminated early due to the lack of a clear signal of robust clinical activity.,Efficacy failure or futility,False
NCT05431907,Phase 1/2 Study Evaluating Safety and Potential Efficacy of Allocetra-OTS Via Pressurized Intra-Peritoneal Aerosol Chemotherapy as Add-on to Standard of Care Chemotherapy for Treatment of Peritoneal Metastasis,TERMINATED,2022-06-29,Sponsor decision,PHASE1|PHASE2,9,Enlivex Therapeutics RDO Ltd.,INDUSTRY,Peritoneal Metastases,Allocetra-OTS,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,Sponsor decision,"Funding, business or strategic decision",True
NCT05397171,A First-in-human Study to Evaluate the Safety and Tolerability of AZD8853 in Participants With Selected Advanced/Metastatic Solid Tumours,TERMINATED,2022-06-07,"This study was terminated early as per protocol Section 4.4, based on overall risk-benefit profile observed to date. No safety concerns reported. Only Substudy 1 Part A was started; Parts B \& C were not started. Entire Master Protocol was terminated.",PHASE1|PHASE2,17,AstraZeneca,INDUSTRY,"Urinary Bladder Neoplasms|Colorectal Cancer|Carcinoma, Non-Small-Cell Lung",AZD8853|Zirconium-89 crefmirlimab berdoxam,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,True,"This study was terminated early as per protocol Section 4.4, based on overall risk-benefit profile observed to date. No safety concerns reported. Only Substudy 1 Part A was started; Parts B \& C were not started. Entire Master Protocol was terminated.",Efficacy failure or futility,False
NCT05500508,Oral AMXT 1501 Dicaprate in Combination With IV DFMO,TERMINATED,2022-11-29,Required re-formulation of DFMO from IV to capsule to maintain safety,PHASE1|PHASE2,15,"Aminex Therapeutics, Inc.",INDUSTRY,"Cancer|Solid Tumor|Solid Carcinoma|Advanced Cancer|DIPG Brain Tumor|Ovary Cancer|Breast Cancer|Papillary Thyroid Cancer|Head and Neck Cancer|Gastric Cancer|Nsclc|Mesotheliomas Pleural|Mesothelioma Peritoneum|Esophageal Cancer|Diffuse Midline Glioma, H3 K27M-Mutant|Endometrial Cancer|Cervical Cancer|Melanoma|Colorectal Cancer|Glioma, Malignant",AMXT1501|DFMO,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,False,False,Required re-formulation of DFMO from IV to capsule to maintain safety,Safety or toxicity,False
NCT05265975,A Study of ATG-010 in Combination With Lenalidomide and Rituximab (R2) in Adults With DLBCL and iNHL,TERMINATED,2022-04-07,The adjustment of the sponsor's research and development strategy,PHASE1|PHASE2,54,Antengene Corporation,INDUSTRY,Diffuse Large B-cell Lymphoma|Indolent Non-Hodgkin Lymphoma,ATG-010|Lenalidomide|Rituximab,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,True,False,The adjustment of the sponsor's research and development strategy,"Funding, business or strategic decision",True
NCT04941404,A Study of TQ05105 Tablets in Subjects With Glucocorticoid-Refractory Acute Graft-Versus-Host Disease (aGVHD),TERMINATED,2022-06-10,This study was closed due to business reasons. Closure was not prompted by any safety or efficacy concerns.,PHASE1|PHASE2,13,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,Glucocorticoid-Refractory aGVHD,TQ05105 tablets,2026-09-07,False,False,2022,phase 1/2 x 2022-2025,19,True,False,True,False,This study was closed due to business reasons. Closure was not prompted by any safety or efficacy concerns.,"Funding, business or strategic decision",True
NCT07040059,"A Phase 1b/2 Clinical Trial Evaluating the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of AUR103 Calcium in Patients With HER2-positive Advanced Gastric/Gastroesophageal Junction Adenocarcinoma",TERMINATED,2025-03-22,Patient recruitment problems.,PHASE1|PHASE2,2,Aurigene Discovery Technologies Limited,INDUSTRY,HER 2 Positive Gastric Cancer|Gastroesophageal Junction Adenocarcinoma,AUR103 Calcium|Trastuzumab + CAPOX (Capecitabine + Oxaliplatin),2026-09-07,False,False,2025,phase 1/2 x 2022-2025,19,True,False,False,False,Patient recruitment problems.,Recruitment or feasibility failure,False
